branch,revision,scale,ctime,metric,complete_at
REL_13_STABLE,78ff6e0fab3fa2a7064ef8aadaa9e7f87ed5f4a6,100,1721691836,554229.5,1721692967
REL_12_STABLE,77b116724c7545fb610e0f7287d3fbff35ffea22,100,1721691843,458880.5,1721692530
master,efcbb76efe406d59c2ba8b4a09e04c01158ba575,100,1721681895,560670.5,1721684629
REL_17_STABLE,1a3e90948b50abef3a075c5b1d1c59a9d631a187,100,1721681864,564817.5,1721684200
master,6a6ebb92b0d4c0787797538ec3ff342fd8e7c1ed,100,1721676763,560182.5,1721678814
REL_17_STABLE,e7dabbcebd445b67a5413d48458b5cf5b4c7930a,100,1721676894,541106.0,1721678392
master,e4326fbc60c44aab6df5849d3d67a0cba4c71cf2,100,1721674673,556987.0,1721676560
master,c0348fd0e389c89003f309918705d1daea2217b0,100,1721656951,545909.0,1721659307
REL_17_STABLE,6c8d2ea7a5fb7f85e5f64994affa33e79c19ddd3,100,1721657452,571005.0,1721658883
master,5d2e1cc117b38db6bb5dc2e9ae9115304571ac70,100,1721655946,565885.71,1721657061
master,683be87fbba02b086cc05789fcbdc289120d1065,100,1721634630,569383.0,1721635759
master,7e187a7386cc922c8f770c0460bfc43f4806bd15,100,1721615361,555710.5,1721615956
master,2d8ef5e24fd3d38ffc2379ca32eaeef8c9eee1a7,100,1721608081,560905.21,1721609058
master,220003b9b93729af1ffa861d1ae5f4724ce22cd8,100,1721497215,559822.0,1721521798
REL_17_STABLE,041a00c4803b982d8433d6e3161ca61e73050658,100,1721497215,564481.51,1721499952
REL_16_STABLE,fd958bbbdf20c7f29188ee6f2687773edf0228af,100,1721497215,555931.0,1721499522
REL_15_STABLE,96953052a12c9cc87700bdca5fa030626a80e707,100,1721497215,564060.5,1721499089
REL_14_STABLE,0d712ec12a904eb517a572581ca607d4ff9c19c1,100,1721497215,574911.0,1721498649
REL_13_STABLE,461f47948553f61690732492eac58b33afba9756,100,1721497215,547810.0,1721498209
REL_12_STABLE,feca6c688cd99c68ce10caf21f8566b2483ca3f2,100,1721497215,458696.0,1721497765
master,8720a15e9ab121e49174d889eaeafae8ac89de7b,100,1721474532,561439.0,1721475258
master,22b0ccd65d275d227a7d911aede12d34e1b5dfc9,100,1721407952,565302.0,1721420766
REL_17_STABLE,3764ee47f78c5a332ee6720bdf2e72c8fc9aac35,100,1721407952,558893.45,1721420341
REL_16_STABLE,34e9dce69c4687f8c22831d6b0a1f65fa40c83b1,100,1721407952,530964.5,1721419918
REL_15_STABLE,b82791c8fc2c6bc9d69f4362d7b7f46b9876fa46,100,1721407952,570676.0,1721419486
REL_14_STABLE,e8dfe0430fad922948f56889a84af41da532c853,100,1721407952,565532.0,1721419046
REL_13_STABLE,c5321e9651c5a9306ffe0d4488a0bb3607534920,100,1721407952,555883.0,1721410899
REL_12_STABLE,4f962815871f6ac4eb3b516832b5c95a2f628f1b,100,1721407952,462294.5,1721410466
REL_14_STABLE,d42f60ccf07d89c12645efa8a41c57320d01c184,100,1721405273,577955.5,1721406268
master,5784a493f14e02ece767aec7b4d3ed96e16a3a20,100,1721374026,568097.0,1721376085
REL_17_STABLE,b0a8a7ddd3fbfcdd910b3ee8c7fc5e83d421bfeb,100,1721374074,568291.0,1721375657
master,3a137ab7e575b683c410c46312799a4d88e2b2f2,100,1721366276,555063.0,1721366952
master,c145f321b681ab6c3636849071ff30d5c6f6353c,100,1721352061,546758.0,1721353408
REL_17_STABLE,38e271d3c2e8c3bfa4d57fd81c3e47b40f1f5eb3,100,1721352081,555116.5,1721352984
REL_16_STABLE,9cd365f28f31dc8ea9d8c10ec7abd658aa29fcf5,100,1721352084,552985.5,1721352556
master,cd85ae1114fedcce8602bca77b4557fe75165637,100,1721324938,555136.0,1721327987
REL_17_STABLE,2b5819e2b4d6c69676c61ee799fd9590be2308ce,100,1721319569,552251.5,1721323974
master,402b586d0a9caae9412d25fcf1b91dae45375833,100,1721318988,551041.0,1721319850
master,a0a5869a8598cdeae1d2f2d632038d26dcc69d19,100,1721263841,562121.5,1721264358
master,a99cc6c6b4bf083d72fb1e8adfb665a449b7a37f,100,1721231460,557782.0,1721249022
REL_17_STABLE,925479b8d83c2fc819e05bf67335255c13d8e8de,100,1721231460,554962.0,1721248594
REL_16_STABLE,071ed76a06cfc42107bb3126cb6075c962879569,100,1721227449,539951.0,1721244664
REL_15_STABLE,bc9d706a19629a03180887bfa061a9a0ec6f5d7e,100,1721227445,564801.5,1721229369
REL_14_STABLE,5e578acca54b47c0fe195458f3fe57a5a42f4f01,100,1721227437,577551.5,1721228930
REL_13_STABLE,5ee78e303821150658453c7671f124c44ec66b48,100,1721227343,537913.5,1721228486
REL_12_STABLE,b06fe880da1423063104ac42214b04245c3277a4,100,1721227387,448475.0,1721228051
master,86d33987e8b0364b468c9b40c5f2a0a1aed87ef1,100,1721204041,560057.0,1721210739
REL_17_STABLE,2177306a64137f50158d0d1ce7c4196ff8f05350,100,1721204028,551346.5,1721206456
master,ec678692f6d0a8b05b86ca08e96b51e4063cba32,100,1721184636,567021.5,1721186060
master,4b74ebf726d444ba820830cad986a1f92f724649,100,1721169689,566234.5,1721170881
REL_17_STABLE,b4da732fd64e936970f38c792f8b32c4bdf2bcd5,100,1721169682,555012.0,1721170460
master,49546ae9c74f02dc2a0d6b5469ba0bb025ae25c2,100,1721138748,560978.0,1721139560
master,d2b74882cab84b9f4fdce0f2f32e892ba9164f5c,100,1721091946,554072.5,1721109152
REL_17_STABLE,ff3cae4875d3391c591ac5d22693f27f056e62d2,100,1721081857,545906.5,1721097420
REL_16_STABLE,212b0262d60e921d97f1b824734d2c607e49fa6d,100,1721081851,555185.0,1721096990
REL_15_STABLE,11441ad48d09740efd99edb654534cc4662b6ecc,100,1721081848,556833.5,1721096565
REL_14_STABLE,3006fd8e6ececbb5662135da77a61af311edf81e,100,1721081845,579413.0,1721084627
REL_13_STABLE,9d3a2b3cdfbd1d6edbc828feecf979cb35d74091,100,1721081842,549326.0,1721084184
REL_12_STABLE,69bdee12e4437d3681de584de8ecced1fda4bcb5,100,1721081838,458721.0,1721083738
REL_16_STABLE,be0fa5ba003ce1fb955211bead796ae97afbd2a4,100,1721060762,539827.0,1721075890
REL_15_STABLE,27004d671162283840972113dbc7a22960cbbb07,100,1721060762,571924.0,1721075454
REL_14_STABLE,ee89c4fa4b184bd2cc2a2b48fc13f474e6aa2a24,100,1721060763,364175.29,1721063237
REL_13_STABLE,2cf9bda76cfdef5b14345193e0d3abc5a43c9c31,100,1721060763,344432.5,1721062719
REL_12_STABLE,92f02c39c0facc817450a77bdff042dabe4aa6a3,100,1721060763,328415.5,1721062200
master,8583b1f99340f4de24661dc50ab63ec6965f6759,100,1721036928,570118.0,1721038932
master,91651347bae1026afefc648ff939e286878c1cf3,100,1721031142,575239.5,1721034873
REL_17_STABLE,b8bf76cbde39da45224a764e73002196cf011a51,100,1721028789,561857.5,1721030660
master,4e5d6c40914e2b890c4780d33de8ad07b1d79689,100,1721020273,559828.0,1721022275
REL_17_STABLE,6a700da46e6279a0df6a996fd19c5aabdf7a4b56,100,1721020309,554165.5,1721021848
REL_17_STABLE,929390e4d860b641f72aece70280e66114bffbd0,100,1721016860,555431.0,1721017757
master,069d0ff0226b9ac999030b894db8defd4df186e0,100,1721006793,576274.29,1721007549
master,f96c2c72788cab3005c8bc6b4934b4928b34a529,100,1720979386,554576.0,1720997173
REL_17_STABLE,cf588e10f664be37a0804e9a8662facd0e163800,100,1720979386,553978.0,1720996747
REL_16_STABLE,8fc4876147fb62825cd27712d25f90a4eebf44fb,100,1720979386,543313.0,1720981696
REL_15_STABLE,e7f9f44e3bd95404f4221fab29cd295805ff410d,100,1720979386,568160.0,1720981267
REL_14_STABLE,02b4f5e1f26b610fb2f6f4698810907547b68f12,100,1720979386,547445.5,1720980828
REL_13_STABLE,b020a866a22b40138161c70351da375f2d2bd24f,100,1720979386,548636.5,1720980394
REL_12_STABLE,236b225ed452ae54bf3bb778b926495c4f1aa388,100,1720979386,459100.5,1720979960
REL_17_STABLE,5ea9f66616801d0b4be6ce49c74e45bb4f325359,100,1720902241,552826.0,1720902857
master,d5e6891502ca9e359aa5f5a381d904fe9d606338,100,1720883373,564597.5,1720895062
REL_17_STABLE,0d3b35c367c21fcfe437b689919bf153f85e2e25,100,1720883376,553660.0,1720886441
REL_16_STABLE,e81deeefcac2a0de06f51e82405f63935f00e2bc,100,1720883377,541764.5,1720886021
REL_15_STABLE,2b4a2a79edd258e13a44601d17b44e9929abab14,100,1720883377,572884.0,1720885589
REL_14_STABLE,2b415e95a8a7ccb4fe9276e2ca453f4ae69466c1,100,1720883377,558664.5,1720885149
REL_17_STABLE,dd12eb33aff94dabee03d32a98d80dfa434805a6,100,1720872487,558835.0,1720874676
REL_15_STABLE,6f55b4f112ab72ad392b0acfd5bf9b827e9bb458,100,1720872644,577405.0,1720874256
REL_13_STABLE,2423c84d098ab47ae540bc88a29bcb6fb3812e60,100,1720872690,557293.5,1720873817
master,a8458f508a7a441242e148f008293128676df003,100,1720839586,560480.0,1720852651
REL_16_STABLE,a622095bcc4d12c5ff3caa02756a8ab2e0813ed3,100,1720841255,540553.5,1720852232
REL_15_STABLE,5546a834cc6fa49057356eb90ecbd9ee12d7d58a,100,1720841318,561375.0,1720851798
REL_14_STABLE,894b497ac91dcac79f85d1b4bae7f640788b1004,100,1720842223,563163.0,1720845091
REL_12_STABLE,ba9fcac7209d884a63cc3e434914132f1ee0dfd2,100,1720842328,458396.5,1720844649
master,74e12db19cbc78258a92da8be637a3fb0106b126,100,1720784659,545376.0,1720796855
REL_17_STABLE,0340eefd9ba4a6bbaaac07a78c058ffff181fc11,100,1720784659,558572.0,1720796427
REL_16_STABLE,34eb37f7921b0f0dd720570957858b9650dfc1ab,100,1720784659,544662.0,1720795999
REL_15_STABLE,9f0f72d89ff6cff8261fd793257147cbb268a6ae,100,1720784659,569226.0,1720787318
REL_14_STABLE,2f500745978f5da017933b880f606d15d351d5f7,100,1720784659,564518.0,1720786878
REL_13_STABLE,7898a494fde999fcf13d9c1fd7db4187c7242163,100,1720784659,546213.5,1720786435
REL_12_STABLE,067cb6c5da6cfe60618c2951b061137233680c20,100,1720784659,462669.5,1720785995
REL_13_STABLE,05748256939b02bb1cfa23c0dea1c2ff02602587,100,1720781641,552878.5,1720782690
REL_12_STABLE,d0054432d480e958e4650c4b56de4a4a6e05da78,100,1720781641,462980.0,1720782257
master,734c057a8935fca10ff67173c8b969ef799ea7d2,100,1720764593,557253.5,1720767706
master,9fd8b331dfe151b7c833e2c8fa17ce753830b891,100,1720756761,570135.5,1720759880
REL_17_STABLE,ae4e072bad5ff254a4fcfe876aae849acdaf8c3d,100,1720757146,551801.5,1720759452
master,22d946b0f86f9c13f869bb8b75444a77a20134d8,100,1720750603,557867.0,1720751358
master,72c0b24b2ddd2d2a2b85d19222845c8c7ae3cbdb,100,1720744293,569022.0,1720745360
master,0d8bd0a72ea284ffb1d1154efbe799241cc5edc6,100,1720718473,562451.5,1720732519
master,bb19b70081e2248f242cd00227abff5b1e105eb6,100,1720705703,565433.0,1720709138
REL_17_STABLE,068674f4ab44f2c891b6841432687958e8e9c9a6,100,1720705701,566030.5,1720708708
REL_16_STABLE,2f3304ce133f4e9c0992ff72ece47093833da55d,100,1720705698,548594.62,1720708279
REL_15_STABLE,aee8c2b95492e1b0a228184cd9147b1c0749d673,100,1720705696,566365.0,1720707854
REL_14_STABLE,f7d3caf9ddbfee2567d834ec4639ef717240809f,100,1720705693,562522.0,1720707415
REL_13_STABLE,cf2c69ec5a5b8ac437c85b8a21d02dc011a78886,100,1720705690,541552.5,1720706971
REL_12_STABLE,1b370758770c3259f2ec09eefe47274be995792e,100,1720705688,444786.5,1720706531
master,c194de0713ebe71aaeeb5ebed4af2390cc1b521c,100,1720704867,563424.0,1720705748
master,9e4664d950c125a1ff7bb29cd1593ca37f8b0c01,100,1720681964,574172.0,1720683259
master,21471f18e9d9aa3383314ed8bc9163bc369109ae,100,1720657300,560759.0,1720671732
REL_13_STABLE,c774d31f8493a2443cd9f5f82b6266347997c1d4,1,1720453258,23292.5,1720671305
REL_16_STABLE,f85c91a1867b45742bb28e4578ca2b4a0976383f,100,1720656952,542931.5,1720657761
